cntry,netusoft,nwsptot,ppltrst,rdtot,tvtot,actrolga,bctprd,dclagr,dclaid,dclcrm,dclenv,dclmig,dclwlfr,dmcntov,euftf,gincdif,ginveco,lawobey,lrscale,polintr,stfeco,stfedu,stfgov,stfhlth,stflife,trstplc,trstplt,trstun,trstsci,imbgeco,aesfdrk,atchctr,atcherp,blgetmg,dscrgnd,dscrrlg,happy,health,inprdsc,rlgdgr,sclmeet,ccnthum,vteumbgb,impenva,impfreea,impfuna,impricha,impsafea,imptrada,ipadvnta,ipcrtiva,iplylfra,ipmodsta,ipudrsta,cntryfcz,origfcz,orig,ideo,ideo_fcz
Rusia,1.0,1.0,0,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,1,4.0,2.0,5,2,0,4,0.0,2,0,0,0,0,8.0,0,3,7.0,3.0,2.0,0,0,5,3,1.0,6,3,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,29,1,Nacional,Socialdemócrata,2
Belgica,5.0,1.0,5,7.0,0.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,2,3,3,2,3.0,6,8,3,3,3,8.0,5,2,10.0,7.0,2.0,0,0,9,2,4.0,0,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1,1,Nacional,SocialComunista,1
Grecia,5.0,2.0,5,2.0,7.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,6.0,3,4.0,2.0,7,3,5,7,4.0,7,7,1,0,7,8.0,6,3,10.0,7.0,2.0,0,0,6,2,4.0,5,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,10,1,Nacional,Socialdemócrata,2
Hungria,5.0,1.0,5,7.0,1.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,6.0,2,4.0,2.0,5,2,6,7,5.0,7,3,6,3,5,8.0,5,3,10.0,7.0,2.0,0,0,4,2,3.0,4,4,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,11,1,Nacional,Socialdemócrata,2
Alemania,5.0,1.0,6,7.0,7.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,6.0,2,4.0,2.0,4,3,6,4,5.0,7,4,6,7,7,8.0,6,3,3.0,6.0,2.0,0,0,6,2,3.0,4,6,4.0,1.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,4,1,Nacional,Socialdemócrata,2
Chequia,5.0,1.0,10,4.0,0.0,2.0,1,2.0,1.0,1.0,2.0,1.0,2.0,8.0,5.0,1,4.0,1.0,8,3,5,8,7.0,8,10,8,5,10,8.0,3,2,10.0,7.0,2.0,0,0,10,3,4.0,10,2,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3,1,Nacional,ExtremaDerecha,3
Austria,5.0,2.0,5,2.0,2.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,3,4.0,2.0,5,2,3,5,5.0,5,4,8,3,5,8.0,4,2,10.0,7.0,2.0,0,0,5,2,4.0,3,4,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0,1,Nacional,Socialdemócrata,2
Suiza,5.0,1.0,4,1.0,5.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,8.0,2,4.0,2.0,7,3,6,6,6.0,7,9,7,4,3,8.0,2,2,10.0,7.0,1.0,0,0,9,2,4.0,10,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2,3,Extranjero,Socialdemócrata,2
Alemania,5.0,1.0,1,3.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,0.0,1,4.0,2.0,5,4,1,4,2.0,1,5,5,0,3,8.0,0,3,10.0,7.0,2.0,0,0,5,2,4.0,1,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,1,Nacional,Socialdemócrata,2
Chequia,5.0,3.0,3,5.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,4,2,3,7,4.0,1,5,5,2,5,8.0,6,2,10.0,7.0,1.0,0,0,5,3,4.0,7,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3,3,Extranjero,Socialdemócrata,2
Chequia,5.0,1.0,2,0.0,6.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,4,4.0,2.0,3,3,3,3,2.0,2,8,6,4,5,8.0,1,1,10.0,7.0,2.0,0,0,9,3,4.0,0,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3,1,Nacional,SocialComunista,1
Hungria,4.0,1.0,8,7.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,5,2,7,5,8.0,5,5,7,5,5,8.0,5,2,9.0,6.0,2.0,0,0,8,2,2.0,2,6,4.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,11,1,Nacional,Socialdemócrata,2
Francia,5.0,0.0,6,0.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,2,4.0,2.0,8,3,2,0,2.0,6,5,4,2,2,8.0,5,3,10.0,7.0,2.0,0,0,6,3,4.0,6,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,8,2,Mixto,ExtremaDerecha,3
Portugal,5.0,0.0,3,0.0,3.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,7.0,2,4.0,2.0,3,3,3,3,7.0,3,5,7,5,7,8.0,3,2,10.0,7.0,2.0,0,0,7,3,4.0,0,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,19,1,Nacional,SocialComunista,1
Finlandia,5.0,1.0,7,7.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,2,4.0,2.0,4,2,7,8,6.0,8,9,10,6,8,8.0,5,2,9.0,7.0,2.0,0,0,9,2,4.0,8,3,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,7,1,Nacional,Socialdemócrata,2
Belgica,5.0,1.0,7,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,8.0,2,4.0,2.0,4,4,6,9,7.0,9,10,9,7,6,8.0,7,2,6.0,4.0,2.0,0,0,9,1,6.0,2,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1,1,Nacional,Socialdemócrata,2
Belgica,4.0,1.0,5,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,5,4,6,7,5.0,7,10,7,7,5,7.0,5,3,7.0,5.0,2.0,0,0,10,2,3.0,2,5,3.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1,1,Nacional,Socialdemócrata,2
Croacia,1.0,1.0,7,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,1,4.0,2.0,4,2,3,10,1.0,5,10,6,0,10,8.0,5,1,10.0,10.0,2.0,0,0,10,2,6.0,10,7,5.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,30,1,Nacional,Socialdemócrata,2
Francia,5.0,2.0,4,7.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,0.0,1,4.0,2.0,8,1,4,6,7.0,8,7,6,3,8,8.0,6,2,10.0,7.0,2.0,0,0,8,3,4.0,6,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,8,1,Nacional,ExtremaDerecha,3
Finlandia,5.0,1.0,8,7.0,7.0,3.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,7.0,4,4.0,2.0,9,2,9,9,8.0,9,10,10,6,9,8.0,8,2,8.0,7.0,2.0,0,0,9,1,1.0,3,4,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,7,1,Nacional,ExtremaDerecha,3
Grecia,5.0,0.0,5,0.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,4,4.0,2.0,4,4,1,1,1.0,4,5,7,0,3,8.0,6,1,10.0,7.0,2.0,0,0,5,1,4.0,6,3,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,10,1,Nacional,Socialdemócrata,2
Alemania,5.0,0.0,6,0.0,2.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,7.0,2,4.0,2.0,4,3,5,3,7.0,5,8,4,4,5,8.0,5,1,10.0,7.0,2.0,0,0,8,1,4.0,7,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,3,Extranjero,Socialdemócrata,2
Belgica,5.0,1.0,3,7.0,7.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,10.0,2,4.0,2.0,8,4,2,0,2.0,3,6,4,0,5,6.0,4,2,3.0,2.0,2.0,0,0,5,3,1.0,0,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1,1,Nacional,ExtremaDerecha,3
Noruega,4.0,1.0,8,7.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,8.0,2,4.0,2.0,10,3,8,8,7.0,7,9,7,6,8,8.0,8,1,8.0,10.0,2.0,0,0,9,3,3.0,6,3,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,17,3,Extranjero,ExtremaDerecha,3
Alemania,5.0,1.0,7,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,6.0,4,4.0,2.0,5,3,7,5,4.0,2,10,9,3,5,8.0,6,1,7.0,7.0,2.0,0,0,10,1,4.0,0,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,1,Nacional,Socialdemócrata,2
Suiza,5.0,1.0,5,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,1,4.0,2.0,5,3,10,8,10.0,9,7,10,8,4,8.0,6,2,8.0,5.0,2.0,0,0,6,2,3.0,4,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2,3,Extranjero,Socialdemócrata,2
Islandia,5.0,1.0,6,7.0,7.0,4.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,4,4.0,2.0,6,1,8,8,4.0,7,9,8,4,5,8.0,5,1,9.0,8.0,2.0,0,1,9,3,4.0,0,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,23,1,Nacional,Socialdemócrata,2
España,5.0,0.0,4,1.0,2.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,4,4.0,2.0,7,3,5,3,3.0,7,5,3,0,0,8.0,5,3,10.0,7.0,2.0,0,0,5,1,4.0,5,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,6,1,Nacional,Socialdemócrata,2
Italia,5.0,1.0,3,0.0,5.0,2.0,2,2.0,1.0,2.0,2.0,3.0,3.0,8.0,5.0,2,3.0,2.0,7,4,4,6,2.0,4,6,6,0,5,8.0,5,3,10.0,7.0,2.0,0,0,4,3,4.0,6,2,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,14,1,Nacional,Socialdemócrata,2
Italia,5.0,1.0,4,7.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,1,4.0,2.0,5,3,3,3,6.0,6,3,6,5,5,8.0,4,3,7.0,5.0,2.0,0,0,3,3,1.0,2,5,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,14,1,Nacional,Socialdemócrata,2
Finlandia,5.0,2.0,6,6.0,3.0,2.0,1,3.0,1.0,1.0,1.0,2.0,2.0,8.0,5.0,5,4.0,2.0,3,2,4,7,7.0,6,8,9,6,9,8.0,7,2,10.0,7.0,2.0,0,0,9,2,4.0,8,5,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,7,1,Nacional,SocialComunista,1
Bulgaria,5.0,2.0,1,0.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,1,4.0,2.0,1,1,3,2,4.0,1,5,5,2,6,8.0,1,3,10.0,7.0,2.0,0,0,7,3,4.0,0,4,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,27,1,Nacional,SocialComunista,1
Belgica,5.0,2.0,5,1.0,4.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,4,4.0,2.0,5,4,3,4,1.0,3,7,3,1,7,8.0,3,2,10.0,7.0,2.0,0,0,6,3,4.0,3,5,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1,1,Nacional,Socialdemócrata,2
Alemania,5.0,1.0,2,7.0,7.0,3.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,8.0,4,4.0,2.0,7,2,8,4,4.0,8,8,7,2,6,6.0,5,2,10.0,8.0,2.0,0,0,8,2,3.0,3,5,3.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,1,Nacional,Socialdemócrata,2
Polonia,5.0,0.0,4,7.0,6.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,8.0,1,4.0,2.0,3,2,3,5,5.0,3,7,9,5,5,8.0,2,2,10.0,7.0,2.0,0,0,7,3,4.0,7,3,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,18,1,Nacional,SocialComunista,1
Irlanda,5.0,1.0,7,7.0,7.0,4.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,2,4.0,2.0,5,1,3,6,1.0,2,7,7,4,6,8.0,8,2,7.0,5.0,2.0,0,0,8,2,1.0,2,3,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,12,1,Nacional,Socialdemócrata,2
Austria,5.0,1.0,8,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,7.0,2,4.0,2.0,4,3,7,5,5.0,7,9,8,3,3,8.0,5,1,8.0,5.0,2.0,0,0,8,1,5.0,3,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0,2,Mixto,Socialdemócrata,2
Suecia,5.0,0.0,10,7.0,7.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,3,4.0,2.0,8,2,7,3,9.0,4,5,8,5,4,8.0,10,1,10.0,7.0,2.0,0,0,8,3,4.0,0,4,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,20,1,Nacional,ExtremaDerecha,3
Austria,5.0,1.0,6,7.0,7.0,4.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,2,4.0,2.0,8,1,2,2,0.0,3,9,1,1,0,8.0,1,2,9.0,0.0,2.0,0,0,9,1,4.0,6,6,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,1,Nacional,ExtremaDerecha,3
Austria,5.0,1.0,2,7.0,7.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,0.0,2,4.0,2.0,8,3,4,6,3.0,5,10,7,5,1,8.0,2,2,4.0,0.0,2.0,0,0,10,3,2.0,3,6,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0,1,Nacional,ExtremaDerecha,3
Grecia,5.0,2.0,7,2.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,7.0,1,4.0,2.0,5,3,6,5,5.0,4,7,6,5,5,8.0,6,2,10.0,7.0,2.0,0,0,6,1,4.0,5,5,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,10,1,Nacional,Socialdemócrata,2
Suecia,5.0,0.0,3,0.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,8.0,1,4.0,2.0,5,2,3,8,5.0,4,3,8,5,7,8.0,5,1,10.0,7.0,2.0,0,0,5,4,4.0,0,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,20,3,Extranjero,Socialdemócrata,2
Slovakia,5.0,2.0,6,4.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,6.0,3,4.0,2.0,5,3,6,3,5.0,2,8,4,4,5,8.0,5,2,10.0,7.0,2.0,0,0,8,2,4.0,9,4,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,24,1,Nacional,Socialdemócrata,2
Islandia,5.0,1.0,9,7.0,7.0,3.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,3,3,8,7,8.0,7,8,7,6,8,8.0,9,1,9.0,6.0,2.0,1,0,9,1,4.0,2,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,23,1,Nacional,SocialComunista,1
Irlanda,5.0,1.0,10,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,6.0,1,4.0,2.0,5,3,6,9,7.0,5,9,0,0,0,8.0,5,1,8.0,5.0,2.0,0,0,10,1,1.0,6,2,3.0,1.0,1.0,3.0,4.0,5.0,3.0,2.0,6.0,5.0,2.0,2.0,2.0,12,1,Nacional,Socialdemócrata,2
Inglaterra,5.0,1.0,2,7.0,7.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,2,4.0,2.0,3,3,1,3,0.0,1,10,5,0,5,8.0,3,3,9.0,5.0,2.0,0,0,10,4,3.0,0,5,3.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,9,1,Nacional,SocialComunista,1
Irlanda,2.0,1.0,5,7.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,1,4.0,2.0,7,2,3,4,0.0,1,7,1,0,0,8.0,9,1,10.0,6.0,2.0,0,0,9,1,4.0,5,3,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,12,1,Nacional,Socialdemócrata,2
Inglaterra,5.0,1.0,6,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,0.0,1,4.0,2.0,7,3,5,5,5.0,6,6,8,2,2,8.0,1,2,8.0,5.0,2.0,0,0,6,2,3.0,0,5,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,9,1,Nacional,Socialdemócrata,2
Finlandia,5.0,1.0,0,7.0,7.0,1.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,3,4.0,2.0,7,3,7,9,7.0,9,8,8,0,5,8.0,8,2,10.0,10.0,2.0,0,0,8,2,0.0,6,3,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,7,1,Nacional,Socialdemócrata,2
Eslovenia,5.0,1.0,5,7.0,3.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,1,4.0,2.0,2,3,3,7,3.0,4,9,8,2,4,8.0,8,2,10.0,7.0,2.0,0,0,10,2,4.0,1,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,21,1,Nacional,SocialComunista,1
Portugal,4.0,1.0,5,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,10.0,2,4.0,2.0,5,4,5,4,5.0,5,10,10,0,10,8.0,10,1,10.0,8.0,2.0,0,0,9,3,2.0,10,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,19,3,Extranjero,Socialdemócrata,2
Holanda,5.0,1.0,6,7.0,6.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,4,2,4,4,6.0,6,7,7,6,7,8.0,4,2,10.0,7.0,2.0,0,0,7,2,3.0,3,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,16,1,Nacional,Socialdemócrata,2
Alemania,5.0,2.0,5,1.0,1.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,10.0,2,4.0,2.0,2,1,7,7,3.0,9,9,6,3,7,8.0,9,2,10.0,7.0,2.0,0,0,9,2,4.0,9,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,1,Nacional,SocialComunista,1
Israel,5.0,1.0,5,7.0,0.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,5,2,4,1,4.0,3,10,1,0,0,8.0,6,2,10.0,7.0,2.0,0,0,10,2,6.0,8,5,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,13,1,Nacional,Socialdemócrata,2
Irlanda,5.0,7.0,9,2.0,3.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,7,2,6,8,7.0,8,9,10,8,10,8.0,9,2,10.0,7.0,2.0,0,0,8,2,4.0,7,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,12,1,Nacional,Socialdemócrata,2
Lituania,5.0,1.0,3,7.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,5,4.0,2.0,5,2,3,4,4.0,4,6,3,2,2,8.0,3,3,2.0,2.0,2.0,0,0,7,2,3.0,10,3,3.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,33,1,Nacional,Socialdemócrata,2
Irlanda,5.0,1.0,1,7.0,5.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,2,4.0,2.0,8,3,3,2,3.0,1,5,7,7,5,8.0,5,1,10.0,7.0,2.0,0,0,4,3,0.0,8,2,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,12,1,Nacional,ExtremaDerecha,3
Noruega,5.0,2.0,3,0.0,0.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,4,4.0,2.0,10,2,6,9,2.0,4,10,9,6,9,8.0,4,2,10.0,7.0,2.0,0,0,9,1,4.0,10,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,17,1,Nacional,ExtremaDerecha,3
Alemania,5.0,1.0,6,7.0,5.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,2,4.0,2.0,4,2,8,6,5.0,5,8,7,3,4,8.0,6,1,10.0,7.0,2.0,0,0,8,1,3.0,3,4,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,1,Nacional,Socialdemócrata,2
Chequia,5.0,2.0,5,1.0,4.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,9,2,3,8,4.0,8,6,7,3,9,8.0,6,2,10.0,7.0,2.0,0,0,6,2,4.0,5,5,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3,1,Nacional,ExtremaDerecha,3
Suecia,5.0,1.0,5,7.0,5.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,10.0,1,4.0,2.0,0,1,0,0,0.0,5,10,5,5,3,8.0,5,3,10.0,7.0,2.0,0,0,5,5,4.0,0,7,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,20,1,Nacional,ExtremaDerecha,3
Inglaterra,5.0,1.0,8,7.0,3.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,2,2,1,2,2.0,2,5,5,1,5,8.0,5,2,10.0,7.0,1.0,0,0,5,4,4.0,8,2,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,9,2,Mixto,SocialComunista,1
Alemania,5.0,1.0,4,7.0,7.0,2.0,1,3.0,1.0,1.0,1.0,3.0,3.0,8.0,10.0,1,4.0,2.0,3,2,7,7,5.0,5,7,9,3,6,8.0,8,2,8.0,10.0,2.0,0,0,9,2,4.0,2,4,3.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,1,Nacional,SocialComunista,1
Alemania,5.0,1.0,5,7.0,7.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,8.0,1,4.0,2.0,8,3,9,6,9.0,8,9,9,7,8,8.0,9,3,7.0,6.0,2.0,0,0,7,4,4.0,10,4,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,3,Extranjero,ExtremaDerecha,3
Irlanda,5.0,2.0,6,4.0,2.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,5.0,2,4.0,2.0,6,1,6,7,4.0,3,8,5,3,6,8.0,7,2,10.0,7.0,2.0,0,0,8,1,4.0,5,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,12,1,Nacional,Socialdemócrata,2
Alemania,5.0,1.0,6,0.0,4.0,2.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,7.0,2,4.0,2.0,5,2,0,4,2.0,7,8,9,5,8,8.0,8,3,10.0,7.0,2.0,0,0,10,1,4.0,0,4,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4,1,Nacional,Socialdemócrata,2
Israel,5.0,3.0,2,1.0,4.0,2.0,2,4.0,3.0,1.0,1.0,4.0,4.0,8.0,5.0,1,4.0,1.0,1,4,0,3,1.0,9,1,2,4,0,8.0,2,2,10.0,7.0,2.0,0,0,4,2,4.0,6,3,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,13,1,Nacional,SocialComunista,1
Bulgaria,5.0,1.0,5,7.0,7.0,1.0,2,3.0,1.0,1.0,1.0,3.0,3.0,8.0,7.0,2,4.0,2.0,5,4,4,5,3.0,7,9,6,0,5,5.0,2,4,10.0,7.0,2.0,0,0,9,1,1.0,5,6,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,27,1,Nacional,Socialdemócrata,2
